portfolio_id,ticker,units,avg_cost_cents,last_price_cents,market_value_zar,valuation_date
PF01613,STXWDM,3756.7362,11146.21,12426.7,466838.33,2026-07-31
PF01613,STX500,2961.5236,11174.35,14391.01,426193.16,2026-07-31
PF01613,MMKT,29663.8912,109.92,105.93,31422.96,2026-07-31
PF01614,R2035,3858.5854,6789.86,8746.3,337483.45,2026-07-31
PF01614,R2030,2934.9625,9815.66,10784.05,316507.83,2026-07-31
PF01614,MMKT,5823877.3276,94.35,105.93,6169233.25,2026-07-31
PF01615,R2032,590.739,7719.48,10184.61,60164.47,2026-07-31
PF01615,MMKT,472969.0446,111.56,105.93,501016.11,2026-07-31
PF01616,SOL,2787.7385,10669.59,10313.55,287514.81,2026-07-31
PF01616,REM,1716.4722,20740.73,21071.22,361681.63,2026-07-31
PF01616,RDF,175308.268,517.69,611.54,1072080.18,2026-07-31
PF01616,GRT,44413.4435,1622.05,1796.04,797683.21,2026-07-31
PF01616,R2032,1749.7098,7925.65,10184.61,178201.12,2026-07-31
PF01616,R2035,1747.1443,7128.35,8746.3,152810.48,2026-07-31
PF01616,R2040,1386.3774,7699.64,9013.75,124964.59,2026-07-31
PF01616,STX500,2948.544,14119.17,14391.01,424325.26,2026-07-31
PF01616,MMKT,210991.0101,103.8,105.93,223502.78,2026-07-31
PF01617,SOL,12039.6532,9790.61,10313.55,1241715.65,2026-07-31
PF01617,MRP,5832.7079,19695.19,21033.92,1226847.11,2026-07-31
PF01617,CFR,4542.0809,18558.06,25322.59,1150172.52,2026-07-31
PF01617,APN,3708.1144,21581.54,22726.43,842722.03,2026-07-31
PF01617,INL,4303.9153,21509.52,25973.07,1117858.94,2026-07-31
PF01617,BVT,3878.8689,20630.82,26627.01,1032826.81,2026-07-31
PF01617,RDF,40488.1864,484.45,611.54,247601.45,2026-07-31
PF01617,GRT,8427.6012,1330.36,1796.04,151363.09,2026-07-31
PF01617,R2040,2313.0142,7522.3,9013.75,208489.32,2026-07-31
PF01617,ASHGEQ,26069.8398,9517.0,9654.93,2517024.79,2026-07-31
PF01617,MMKT,240885.0881,112.26,105.93,255169.57,2026-07-31
PF01618,SBK,5575.5241,21613.62,21827.26,1216984.13,2026-07-31
PF01618,GFI,8429.8046,16111.53,15709.96,1324318.92,2026-07-31
PF01618,GRT,191532.9291,1371.12,1796.04,3440008.02,2026-07-31
PF01618,RDF,459145.3699,471.87,611.54,2807857.59,2026-07-31
PF01618,R2040,9273.0884,7828.31,9013.75,835853.01,2026-07-31
PF01618,R2032,6520.9745,9504.13,10184.61,664135.82,2026-07-31
PF01618,STXWDM,3962.3856,9955.44,12426.7,492393.77,2026-07-31
PF01618,ASHGEQ,5350.6212,7300.03,9654.93,516598.73,2026-07-31
PF01618,STX500,4309.0873,13443.45,14391.01,620121.18,2026-07-31
PF01618,MMKT,1143027.2603,80.28,105.93,1210808.78,2026-07-31
PF01619,VOD,9887.4693,7783.62,9969.52,985733.23,2026-07-31
PF01619,SBK,3659.6247,17259.3,21827.26,798795.79,2026-07-31
PF01619,BVT,3823.3364,20854.87,26627.01,1018040.16,2026-07-31
PF01619,BHG,19042.7462,5015.81,4885.43,930320.04,2026-07-31
PF01619,RDF,75189.2577,580.96,611.54,459812.39,2026-07-31
PF01619,STXCLR,36240.4247,5901.83,5663.24,2052382.22,2026-07-31
PF01619,R2035,21028.8602,8924.44,8746.3,1839247.2,2026-07-31
PF01619,ASHGEQ,14032.3135,9933.7,9654.93,1354810.04,2026-07-31
PF01619,STX500,7083.9144,14711.29,14391.01,1019446.83,2026-07-31
PF01619,MMKT,1869595.5315,109.04,105.93,1980462.55,2026-07-31
PF01620,INL,1099.2049,20735.16,25973.07,285497.27,2026-07-31
PF01620,SBK,1210.3212,16973.27,21827.26,264179.96,2026-07-31
PF01620,GFI,1637.2021,14207.07,15709.96,257203.79,2026-07-31
PF01620,SOL,2392.6707,10054.55,10313.55,246769.29,2026-07-31
PF01620,MRP,1256.5255,21678.58,21033.92,264296.57,2026-07-31
PF01620,GRT,2800.0103,1482.72,1796.04,50289.3,2026-07-31
PF01620,RDF,11425.4451,618.35,611.54,69871.17,2026-07-31
PF01620,R2030,1351.3404,10677.63,10784.05,145729.22,2026-07-31
PF01620,STXCLR,2626.9765,5082.21,5663.24,148771.98,2026-07-31
PF01620,R186,1602.4417,10636.12,11088.39,177684.98,2026-07-31
PF01620,ASHGEQ,5867.4415,8321.49,9654.93,566497.37,2026-07-31
PF01620,MMKT,152860.7815,93.49,105.93,161925.43,2026-07-31
PF01621,MRP,1141.9732,19010.09,21033.92,240201.74,2026-07-31
PF01621,VOD,2943.4133,8127.51,9969.52,293444.18,2026-07-31
PF01621,FSR,2909.9546,7442.8,9387.31,273166.46,2026-07-31
PF01621,BHG,5062.0015,3788.46,4885.43,247300.54,2026-07-31
PF01621,CFR,913.2516,20370.9,25322.59,231258.97,2026-07-31
PF01621,GRT,10473.8523,1416.55,1796.04,188114.58,2026-07-31
PF01621,RDF,27237.9224,517.39,611.54,166570.79,2026-07-31
PF01621,R2040,64499.8762,9500.84,9013.75,5813857.59,2026-07-31
PF01621,STXWDM,6822.3481,10849.12,12426.7,847792.73,2026-07-31
PF01621,MMKT,2048672.2319,96.14,105.93,2170158.5,2026-07-31
PF01622,EXX,266.2773,20605.48,21952.49,58454.49,2026-07-31
PF01622,SHP,229.9548,20803.63,28051.24,64505.18,2026-07-31
PF01622,ABG,258.8443,17617.71,21379.43,55339.43,2026-07-31
PF01622,CFR,213.6315,21090.64,25322.59,54097.03,2026-07-31
PF01622,SOL,577.0856,10565.82,10313.55,59518.01,2026-07-31
PF01622,STX40,583.8458,10154.14,10102.33,58982.03,2026-07-31
PF01622,NPN,1348.6831,3862.59,3933.75,53053.82,2026-07-31
PF01622,RDF,3086.4247,446.58,611.54,18874.72,2026-07-31
PF01622,GRT,1715.6254,1343.25,1796.04,30813.32,2026-07-31
PF01622,R2035,759.6764,8158.05,8746.3,66443.57,2026-07-31
PF01622,R2032,675.1391,8610.27,10184.61,68760.28,2026-07-31
PF01622,STXWDM,1279.2896,11825.06,12426.7,158973.48,2026-07-31
PF01622,MMKT,31567.6857,111.65,105.93,33439.65,2026-07-31
PF01623,OMU,187445.512,1220.42,1573.35,2949173.96,2026-07-31
PF01623,NPN,63623.4956,3731.84,3933.75,2502789.26,2026-07-31
PF01623,PRX,153612.215,1209.99,1506.39,2313999.04,2026-07-31
PF01623,GRT,40668.5281,1592.26,1796.04,730423.03,2026-07-31
PF01623,RDF,93690.2247,594.71,611.54,572953.2,2026-07-31
PF01623,R186,44779.2981,9606.97,11088.39,4965303.22,2026-07-31
PF01623,STX500,43439.3611,11399.62,14391.01,6251362.8,2026-07-31
PF01623,MMKT,1131401.4792,96.95,105.93,1198493.59,2026-07-31
PF01624,REM,1624.0736,17888.91,21071.22,342212.12,2026-07-31
PF01624,INL,1473.394,23477.34,25973.07,382685.65,2026-07-31
PF01624,MTN,2400.9579,14432.6,14566.93,349745.86,2026-07-31
PF01624,BVT,1193.7373,22125.29,26627.01,317856.55,2026-07-31
PF01624,GRT,6093.4157,1590.72,1796.04,109440.18,2026-07-31
PF01624,RDF,17939.1374,518.12,611.54,109705.0,2026-07-31
PF01624,R2030,6191.7497,7847.11,10784.05,667721.38,2026-07-31
PF01624,R2040,6160.3557,8038.62,9013.75,555279.06,2026-07-31
PF01624,ASHGEQ,2989.2683,8348.74,9654.93,288611.76,2026-07-31
PF01624,STXWDM,2556.9398,12965.53,12426.7,317743.23,2026-07-31
PF01624,STX500,1597.5447,13660.81,14391.01,229902.82,2026-07-31
PF01624,MMKT,637926.5009,96.62,105.93,675755.54,2026-07-31
PF01625,DSY,214.6138,15295.13,16065.56,34478.91,2026-07-31
PF01625,BVT,95.7796,24732.98,26627.01,25503.24,2026-07-31
PF01625,OMU,1472.5134,1430.5,1573.35,23167.79,2026-07-31
PF01625,PRX,2137.859,1385.71,1506.39,32204.49,2026-07-31
PF01625,WHL,427.303,7302.0,8156.52,34853.05,2026-07-31
PF01625,RDF,3320.7724,601.15,611.54,20307.85,2026-07-31
PF01625,GRT,1204.1522,1468.73,1796.04,21627.06,2026-07-31
PF01625,R2035,2095.3459,9115.46,8746.3,183265.24,2026-07-31
PF01625,R2032,1540.0881,7554.19,10184.61,156851.97,2026-07-31
PF01625,R2030,1366.0143,11297.21,10784.05,147311.66,2026-07-31
PF01625,STX500,733.5772,10658.88,14391.01,105569.16,2026-07-31
PF01625,MMKT,189572.8196,85.43,105.93,200814.49,2026-07-31
PF01626,R186,1214.1731,8055.29,11088.39,134632.24,2026-07-31
PF01626,MMKT,1092588.9061,83.61,105.93,1157379.43,2026-07-31
PF01627,BHG,27629.4449,5059.93,4885.43,1349817.19,2026-07-31
PF01627,NPN,31178.966,3299.57,3933.75,1226502.58,2026-07-31
PF01627,MTN,9643.7177,14872.49,14566.93,1404793.61,2026-07-31
PF01627,REM,5289.3997,17053.15,21071.22,1114541.05,2026-07-31
PF01627,GRT,26198.3075,1554.76,1796.04,470532.08,2026-07-31
PF01627,R186,528.8853,9949.92,11088.39,58644.86,2026-07-31
PF01627,R2040,535.1652,7731.76,9013.75,48238.45,2026-07-31
PF01627,R2035,647.0811,9035.6,8746.3,56595.65,2026-07-31
PF01627,ASHGEQ,14658.1021,7047.4,9654.93,1415229.5,2026-07-31
PF01627,STXWDM,10712.6657,12207.47,12426.7,1331230.83,2026-07-31
PF01627,MMKT,203396.3652,110.0,105.93,215457.77,2026-07-31
PF01628,OMU,4159.1451,1580.27,1573.35,65437.91,2026-07-31
PF01628,REM,401.922,19708.64,21071.22,84689.87,2026-07-31
PF01628,R2030,299.2807,8804.64,10784.05,32274.58,2026-07-31
PF01628,R2035,368.0141,8640.56,8746.3,32187.62,2026-07-31
PF01628,R2040,423.5299,7647.28,9013.75,38175.93,2026-07-31
PF01628,STX500,16032.9021,11851.89,14391.01,2307296.54,2026-07-31
PF01628,MMKT,62180.5692,99.1,105.93,65867.88,2026-07-31
PF01629,R2032,1447.5778,7426.27,10184.61,147430.15,2026-07-31
PF01629,MMKT,1499479.7715,109.54,105.93,1588398.92,2026-07-31
PF01630,STX40,9254.2993,9048.83,10102.33,934899.86,2026-07-31
PF01630,CLS,2000.3331,41955.18,52705.64,1054288.37,2026-07-31
PF01630,CFR,3693.3098,24403.55,25322.59,935241.69,2026-07-31
PF01630,MRP,4426.7774,18688.18,21033.92,931124.81,2026-07-31
PF01630,AGL,5275.7745,12816.69,14500.23,764999.43,2026-07-31
PF01630,PRX,54595.7561,1152.81,1506.39,822425.01,2026-07-31
PF01630,RDF,82249.0913,550.85,611.54,502986.09,2026-07-31
PF01630,GRT,21242.9009,1532.83,1796.04,381531.0,2026-07-31
PF01630,R2032,31070.1498,9494.97,10184.61,3164373.58,2026-07-31
PF01630,STX500,11980.0021,14442.4,14391.01,1724043.29,2026-07-31
PF01630,ASHGEQ,19547.326,7627.18,9654.93,1887280.64,2026-07-31
PF01630,MMKT,653905.5347,101.53,105.93,692682.13,2026-07-31
PF01631,SHP,1166.9792,24696.38,28051.24,327352.15,2026-07-31
PF01631,WHL,5467.1199,7487.85,8156.52,445926.73,2026-07-31
PF01631,VOD,4255.2655,7534.01,9969.52,424229.55,2026-07-31
PF01631,APN,1574.1511,24084.29,22726.43,357748.36,2026-07-31
PF01631,SSW,13542.9871,2498.7,3350.29,453729.34,2026-07-31
PF01631,ABG,1897.7482,22327.71,21379.43,405727.75,2026-07-31
PF01631,BHG,6260.6603,3704.7,4885.43,305860.18,2026-07-31
PF01631,GRT,11473.1222,1750.78,1796.04,206061.86,2026-07-31
PF01631,RDF,21335.4222,635.22,611.54,130474.64,2026-07-31
PF01631,STXCLR,7482.4703,5837.49,5663.24,423750.25,2026-07-31
PF01631,R2030,4493.4106,10179.13,10784.05,484571.65,2026-07-31
PF01631,R2032,4384.3246,9072.77,10184.61,446526.37,2026-07-31
PF01631,STXWDM,5197.8668,13053.39,12426.7,645923.32,2026-07-31
PF01631,ASHGEQ,5239.0512,9572.83,9654.93,505826.73,2026-07-31
PF01631,STX500,4409.1812,13737.38,14391.01,634525.71,2026-07-31
PF01631,MMKT,398869.7884,80.45,105.93,422522.77,2026-07-31
PF01632,R2032,898.2311,8597.19,10184.61,91481.33,2026-07-31
PF01632,R2035,1033.2214,8568.54,8746.3,90368.64,2026-07-31
PF01632,R2030,845.0693,8098.68,10784.05,91132.7,2026-07-31
PF01632,MMKT,2204815.5879,107.48,105.93,2335561.15,2026-07-31
PF01633,SLM,6764.6758,9689.16,9455.43,639629.19,2026-07-31
PF01633,SHP,2869.0689,29047.69,28051.24,804809.41,2026-07-31
PF01633,GRT,2485.8449,1584.63,1796.04,44646.77,2026-07-31
PF01633,RDF,9422.0036,529.17,611.54,57619.32,2026-07-31
PF01633,R2032,433.9256,8230.05,10184.61,44193.63,2026-07-31
PF01633,ASHGEQ,5518.7355,7019.47,9654.93,532830.05,2026-07-31
PF01633,MMKT,71825.6909,96.65,105.93,76084.95,2026-07-31
PF01634,SOL,5826.0365,9673.87,10313.55,600871.19,2026-07-31
PF01634,CPI,321.9245,235841.32,231380.88,744871.82,2026-07-31
PF01634,TBS,2501.7228,20631.75,23682.29,592465.25,2026-07-31
PF01634,ABG,3520.9014,22048.47,21379.43,752748.64,2026-07-31
PF01634,GRT,454184.3537,1664.25,1796.04,8157332.67,2026-07-31
PF01634,STXCLR,12356.1322,5506.15,5663.24,699757.42,2026-07-31
PF01634,R2040,7095.8789,8103.66,9013.75,639604.79,2026-07-31
PF01634,STX500,3640.1567,15034.63,14391.01,523855.32,2026-07-31
PF01634,STXWDM,4053.233,9847.05,12426.7,503683.11,2026-07-31
PF01634,ASHGEQ,6849.8726,10229.63,9654.93,661350.4,2026-07-31
PF01634,MMKT,999544.4104,80.05,105.93,1058817.39,2026-07-31
PF01635,OMU,3810.6465,1452.94,1573.35,59954.81,2026-07-31
PF01635,GFI,296.9771,11480.85,15709.96,46654.98,2026-07-31
PF01635,INL,160.8328,27259.81,25973.07,41773.22,2026-07-31
PF01635,CPI,23.3414,218611.99,231380.88,54007.54,2026-07-31
PF01635,BHG,892.5913,4260.31,4885.43,43606.92,2026-07-31
PF01635,SHP,180.5983,21302.96,28051.24,50660.05,2026-07-31
PF01635,MRP,279.1292,21289.93,21033.92,58711.82,2026-07-31
PF01635,R2032,815.3391,9019.24,10184.61,83039.11,2026-07-31
PF01635,R2040,813.5916,7317.93,9013.75,73335.11,2026-07-31
PF01635,ASHGEQ,15490.0952,8539.0,9654.93,1495557.85,2026-07-31
PF01635,STXWDM,17785.4072,12447.31,12426.7,2210139.2,2026-07-31
PF01635,STX500,14830.5176,11345.06,14391.01,2134261.27,2026-07-31
PF01635,MMKT,113166.5724,102.48,105.93,119877.35,2026-07-31
PF01636,BHG,7009.3073,4998.0,4885.43,342434.8,2026-07-31
PF01636,BVT,1152.1784,26960.37,26627.01,306790.65,2026-07-31
PF01636,CLS,592.4824,38352.68,52705.64,312271.66,2026-07-31
PF01636,REM,1389.3146,15640.86,21071.22,292745.53,2026-07-31
PF01636,MTN,1601.9064,14654.59,14566.93,233348.58,2026-07-31
PF01636,EXX,1419.7342,18200.21,21952.49,311667.01,2026-07-31
PF01636,NED,990.6238,24492.87,31885.01,315860.5,2026-07-31
PF01636,RDF,12959.1463,480.1,611.54,79250.36,2026-07-31
PF01636,GRT,2817.6312,1677.33,1796.04,50605.78,2026-07-31
PF01636,R186,246.081,9369.7,11088.39,27286.43,2026-07-31
PF01636,R2040,446.9485,9097.93,9013.75,40286.82,2026-07-31
PF01636,ASHGEQ,2376.3855,7729.93,9654.93,229438.36,2026-07-31
PF01636,STX500,1389.8491,11719.56,14391.01,200013.32,2026-07-31
PF01636,STXWDM,1421.2439,9149.9,12426.7,176613.72,2026-07-31
PF01636,MMKT,79782.4298,83.79,105.93,84513.53,2026-07-31
PF01637,R2040,1607.979,8434.68,9013.75,144939.21,2026-07-31
PF01637,R2032,1138.5417,9887.43,10184.61,115956.03,2026-07-31
PF01637,R186,1229.5712,8100.06,11088.39,136339.65,2026-07-31
PF01637,MMKT,3026812.0195,85.14,105.93,3206301.97,2026-07-31
PF01638,SSW,68859.6997,2443.03,3350.29,2306999.63,2026-07-31
PF01638,WHL,25335.8146,7305.26,8156.52,2066520.79,2026-07-31
PF01638,MTN,15386.6282,15425.23,14566.93,2241359.36,2026-07-31
PF01638,RDF,65610.5302,514.57,611.54,401234.64,2026-07-31
PF01638,R2030,1967.349,10190.29,10784.05,212159.9,2026-07-31
PF01638,STXWDM,4442.9969,11642.71,12426.7,552117.9,2026-07-31
PF01638,ASHGEQ,8525.2302,8677.62,9654.93,823105.01,2026-07-31
PF01638,STX500,6164.1033,14523.34,14391.01,887076.72,2026-07-31
PF01638,MMKT,360745.0378,111.8,105.93,382137.22,2026-07-31
PF01639,R2030,23.2379,8179.18,10784.05,2505.99,2026-07-31
PF01639,STXCLR,60.8831,4171.99,5663.24,3447.96,2026-07-31
PF01639,MMKT,64073.4541,78.66,105.93,67873.01,2026-07-31
PF01640,R2032,19694.7317,9429.87,10184.61,2005831.61,2026-07-31
PF01640,R2040,16505.6362,9134.85,9013.75,1487776.78,2026-07-31
PF01640,R2035,27172.2912,9108.38,8746.3,2376570.11,2026-07-31
PF01640,MMKT,53962284.0754,106.53,105.93,57162247.52,2026-07-31
PF01641,CLS,358.4816,41599.17,52705.64,188940.01,2026-07-31
PF01641,MTN,1207.7858,12345.54,14566.93,175937.32,2026-07-31
PF01641,SLM,2429.25,7513.4,9455.43,229696.03,2026-07-31
PF01641,ANG,500.3208,53445.45,56307.51,281718.17,2026-07-31
PF01641,AGL,1843.6255,11961.72,14500.23,267329.94,2026-07-31
PF01641,RDF,16469.5873,512.58,611.54,100718.11,2026-07-31
PF01641,GRT,4858.1456,1712.61,1796.04,87254.24,2026-07-31
PF01641,R2032,3856.5522,9029.29,10184.61,392774.8,2026-07-31
PF01641,R2040,3997.7648,7805.53,9013.75,360348.53,2026-07-31
PF01641,ASHGEQ,3963.9602,9833.29,9654.93,382717.58,2026-07-31
PF01641,STXWDM,2532.5758,11275.18,12426.7,314715.6,2026-07-31
PF01641,MMKT,174696.7454,89.66,105.93,185056.26,2026-07-31
PF01642,STX40,9533.9217,7902.54,10102.33,963148.23,2026-07-31
PF01642,TBS,4933.4756,19659.27,23682.29,1168359.99,2026-07-31
PF01642,SSW,29043.6089,2976.33,3350.29,973045.13,2026-07-31
PF01642,FSR,8186.8368,7089.67,9387.31,768523.75,2026-07-31
PF01642,GRT,410514.1921,1444.97,1796.04,7372999.1,2026-07-31
PF01642,RDF,1374693.0671,480.18,611.54,8406797.98,2026-07-31
PF01642,STXCLR,15956.0714,4137.24,5663.24,903630.62,2026-07-31
PF01642,R2030,7949.8738,9490.0,10784.05,857318.36,2026-07-31
PF01642,R2032,7347.2951,10770.48,10184.61,748293.35,2026-07-31
PF01642,STXWDM,19669.8683,10037.01,12426.7,2444315.53,2026-07-31
PF01642,MMKT,1790715.6191,110.45,105.93,1896905.06,2026-07-31
PF01643,SHP,5179.87,29296.97,28051.24,1453017.75,2026-07-31
PF01643,ANG,3085.8235,47204.61,56307.51,1737550.37,2026-07-31
PF01643,SBK,9430.5285,20058.45,21827.26,2058425.96,2026-07-31
PF01643,OMU,80779.7162,1575.71,1573.35,1270947.66,2026-07-31
PF01643,DSY,8218.3694,15428.95,16065.56,1320327.07,2026-07-31
PF01643,GRT,34023.0768,1313.06,1796.04,611068.07,2026-07-31
PF01643,RDF,70202.5588,560.08,611.54,429316.73,2026-07-31
PF01643,R2030,9851.808,9513.54,10784.05,1062423.9,2026-07-31
PF01643,R2035,11071.2286,8192.37,8746.3,968322.87,2026-07-31
PF01643,R2032,9852.0064,8231.12,10184.61,1003388.43,2026-07-31
PF01643,STX500,23461.2855,13685.29,14391.01,3376315.94,2026-07-31
PF01643,MMKT,710708.4696,92.8,105.93,752853.48,2026-07-31
PF01644,SHP,1531.8844,24007.21,28051.24,429712.57,2026-07-31
PF01644,BVT,1884.9224,27139.71,26627.01,501898.48,2026-07-31
PF01644,RDF,214991.6782,608.89,611.54,1314760.11,2026-07-31
PF01644,GRT,67307.0888,1299.39,1796.04,1208862.24,2026-07-31
PF01644,STXCLR,4986.041,4822.39,5663.24,282371.47,2026-07-31
PF01644,R2032,3045.5435,7934.85,10184.61,310176.73,2026-07-31
PF01644,ASHGEQ,1936.2644,10029.6,9654.93,186944.98,2026-07-31
PF01644,STXWDM,2023.9323,12817.87,12426.7,251508.0,2026-07-31
PF01644,STX500,1184.4699,10471.78,14391.01,170457.17,2026-07-31
PF01644,MMKT,391439.7867,92.27,105.93,414652.17,2026-07-31
PF01645,EXX,6966.194,18409.41,21952.49,1529253.05,2026-07-31
PF01645,BHG,32443.3432,4350.19,4885.43,1584996.82,2026-07-31
PF01645,CPI,579.3508,225881.3,231380.88,1340507.05,2026-07-31
PF01645,RDF,34172.048,591.58,611.54,208975.74,2026-07-31
PF01645,GRT,12377.0993,1403.02,1796.04,222297.65,2026-07-31
PF01645,R2032,603.0838,10789.45,10184.61,61421.74,2026-07-31
PF01645,STXCLR,1418.3607,4601.74,5663.24,80325.17,2026-07-31
PF01645,ASHGEQ,9793.2742,7236.06,9654.93,945533.77,2026-07-31
PF01645,STXWDM,6157.7751,11889.01,12426.7,765208.24,2026-07-31
PF01645,MMKT,161134.7036,107.55,105.93,170689.99,2026-07-31
PF01646,TBS,2150.9007,23235.15,23682.29,509382.55,2026-07-31
PF01646,SLM,5701.0784,7280.17,9455.43,539061.48,2026-07-31
PF01646,FSR,4045.5995,7369.03,9387.31,379772.97,2026-07-31
PF01646,CFR,2212.542,19290.15,25322.59,560272.95,2026-07-31
PF01646,AGL,3034.1484,14196.12,14500.23,439958.49,2026-07-31
PF01646,BHG,9704.9476,4981.93,4885.43,474128.42,2026-07-31
PF01646,RDF,743415.6682,612.0,611.54,4546284.18,2026-07-31
PF01646,GRT,175270.0645,1499.27,1796.04,3147920.47,2026-07-31
PF01646,R186,13614.7686,8620.06,11088.39,1509658.63,2026-07-31
PF01646,ASHGEQ,5314.2168,9864.38,9654.93,513083.92,2026-07-31
PF01646,STXWDM,4503.3414,13166.88,12426.7,559616.72,2026-07-31
PF01646,STX500,4333.8518,12831.51,14391.01,623685.04,2026-07-31
PF01646,MMKT,1323439.1568,90.78,105.93,1401919.1,2026-07-31
PF01647,BHG,2027.831,4576.57,4885.43,99068.27,2026-07-31
PF01647,SBK,333.6035,21729.41,21827.26,72816.5,2026-07-31
PF01647,RDF,92324.3687,544.18,611.54,564600.44,2026-07-31
PF01647,R186,213.9887,8692.3,11088.39,23727.9,2026-07-31
PF01647,R2030,250.2811,10930.56,10784.05,26990.44,2026-07-31
PF01647,STXCLR,351.3927,5764.17,5663.24,19900.21,2026-07-31
PF01647,ASHGEQ,898.4652,10076.66,9654.93,86746.19,2026-07-31
PF01647,MMKT,59938.11,81.16,105.93,63492.44,2026-07-31
PF01648,OMU,6723.8231,1137.99,1573.35,105789.27,2026-07-31
PF01648,FSR,1405.9614,8419.05,9387.31,131981.95,2026-07-31
PF01648,APN,581.9162,17976.76,22726.43,132248.78,2026-07-31
PF01648,ANG,221.0759,56984.21,56307.51,124482.34,2026-07-31
PF01648,DSY,778.1888,15823.01,16065.56,125020.39,2026-07-31
PF01648,ABG,627.8374,17839.12,21379.43,134228.05,2026-07-31
PF01648,EXX,515.123,20782.9,21952.49,113082.32,2026-07-31
PF01648,RDF,17577.078,457.05,611.54,107490.86,2026-07-31
PF01648,GRT,6143.802,1847.92,1796.04,110345.14,2026-07-31
PF01648,R186,11525.0801,9302.46,11088.39,1277945.83,2026-07-31
PF01648,STXCLR,27987.364,5036.49,5663.24,1584991.59,2026-07-31
PF01648,STX500,2489.2604,11965.58,14391.01,358229.71,2026-07-31
PF01648,ASHGEQ,3846.0374,10199.4,9654.93,371332.22,2026-07-31
PF01648,MMKT,915078.6756,110.32,105.93,969342.84,2026-07-31
PF01649,R186,1052.523,8990.58,11088.39,116707.85,2026-07-31
PF01649,MMKT,1066839.4451,111.67,105.93,1130103.02,2026-07-31
PF01650,BVT,362.3302,27018.68,26627.01,96477.71,2026-07-31
PF01650,CFR,456.4086,18985.86,25322.59,115574.49,2026-07-31
PF01650,TBS,515.6387,19835.96,23682.29,122115.05,2026-07-31
PF01650,GFI,655.77,11460.68,15709.96,103021.21,2026-07-31
PF01650,NPN,3765.3688,3198.29,3933.75,148120.19,2026-07-31
PF01650,GRT,4404.3406,1365.85,1796.04,79103.72,2026-07-31
PF01650,RDF,15577.1357,489.54,611.54,95260.42,2026-07-31
PF01650,R2030,10822.0086,10817.11,10784.05,1167050.82,2026-07-31
PF01650,R2032,9143.417,9425.18,10184.61,931221.36,2026-07-31
PF01650,STX500,2060.2787,13599.1,14391.01,296494.91,2026-07-31
PF01650,ASHGEQ,2047.5995,8339.25,9654.93,197694.3,2026-07-31
PF01650,MMKT,727018.9545,81.86,105.93,770131.18,2026-07-31
PF01651,SLM,3564.1595,9728.87,9455.43,337006.61,2026-07-31
PF01651,MRP,1590.6247,21239.58,21033.92,334570.73,2026-07-31
PF01651,R2035,4388.5331,8859.85,8746.3,383834.27,2026-07-31
PF01651,ASHGEQ,49483.1578,9486.56,9654.93,4777564.25,2026-07-31
PF01651,STXWDM,56820.7282,12514.2,12426.7,7060941.43,2026-07-31
PF01651,MMKT,334732.4411,78.23,105.93,354582.07,2026-07-31
PF01652,CFR,3417.7414,20288.39,25322.59,865460.64,2026-07-31
PF01652,TBS,4137.0348,20288.62,23682.29,979744.58,2026-07-31
PF01652,SHP,4285.4884,28392.91,28051.24,1202132.63,2026-07-31
PF01652,MTN,6542.4548,15418.18,14566.93,953034.81,2026-07-31
PF01652,ABG,6110.9237,22390.01,21379.43,1306480.66,2026-07-31
PF01652,OMU,72034.3571,1139.88,1573.35,1133352.56,2026-07-31
PF01652,GFI,7533.0914,13954.54,15709.96,1183445.65,2026-07-31
PF01652,R186,11569.8646,8885.88,11088.39,1282911.71,2026-07-31
PF01652,R2035,14686.2152,8567.8,8746.3,1284500.44,2026-07-31
PF01652,STXCLR,29565.1607,5685.02,5663.24,1674346.01,2026-07-31
PF01652,STXWDM,307117.1615,12676.6,12426.7,38164528.31,2026-07-31
PF01652,ASHGEQ,360869.9314,9527.29,9654.93,34841739.27,2026-07-31
PF01652,STX500,218804.4012,14923.94,14391.01,31488163.26,2026-07-31
PF01652,MMKT,2147704.6279,77.82,105.93,2275063.51,2026-07-31
PF01653,R2035,4168.5484,7541.06,8746.3,364593.75,2026-07-31
PF01653,MMKT,2616246.9246,111.83,105.93,2771390.37,2026-07-31
PF01654,R2030,1394.2746,9195.76,10784.05,150359.27,2026-07-31
PF01654,R186,1336.227,9940.51,11088.39,148166.06,2026-07-31
PF01654,R2040,2315.0378,8152.92,9013.75,208671.72,2026-07-31
PF01654,MMKT,4816794.4918,80.21,105.93,5102430.41,2026-07-31
PF01655,APN,7374.6562,20273.79,22726.43,1675996.09,2026-07-31
PF01655,SHP,4290.5875,22677.43,28051.24,1203562.99,2026-07-31
PF01655,MRP,8317.7372,19443.09,21033.92,1749546.18,2026-07-31
PF01655,ABG,5633.243,18392.93,21379.43,1204355.25,2026-07-31
PF01655,BVT,6680.1798,27488.67,26627.01,1778732.14,2026-07-31
PF01655,CFR,6405.2203,22259.29,25322.59,1621967.68,2026-07-31
PF01655,DSY,8028.3957,15216.49,16065.56,1289806.73,2026-07-31
PF01655,RDF,152933.5955,498.4,611.54,935250.11,2026-07-31
PF01655,GRT,54624.68,1621.66,1796.04,981081.1,2026-07-31
PF01655,R2040,172556.3338,8770.6,9013.75,15553796.54,2026-07-31
