portfolio_id,customer_id,mandate,risk_profile,account_type,benchmark,currency,inception_date,adviser_id,province,reg28_regulated,fee_bps,market_value_zar
PF01644,CUST036558,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2016-07-20,ADV017,Western Cape,1,100,5465582.42
PF01645,CUST164991,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2025-03-23,ADV021,Gauteng,1,120,7325031.12
PF01646,CUST194600,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2025-06-27,ADV008,KwaZulu-Natal,0,100,16233380.38
PF01647,CUST217065,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-12-01,ADV014,Gauteng,0,100,868944.49
PF01648,CUST312160,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2020-02-28,ADV019,Gauteng,1,70,6012158.87
PF01649,CUST114683,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2024-09-04,ADV026,KwaZulu-Natal,1,35,1199722.26
PF01650,CUST235789,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2022-09-18,ADV015,Gauteng,1,70,4369841.5
PF01651,CUST031316,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2019-11-02,ADV011,Western Cape,0,105,14918061.12
PF01652,CUST251220,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2020-02-16,ADV019,Western Cape,0,105,129196468.77
PF01653,CUST202204,Money Market,Conservative,Discretionary,STeFI,ZAR,2019-09-26,ADV010,Gauteng,0,35,3638631.11
PF01654,CUST304319,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-02-20,ADV007,KwaZulu-Natal,1,35,5895575.11
PF01655,CUST420578,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-01-25,ADV022,Gauteng,1,110,36623976.21
PF01656,CUST040196,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-02-10,ADV019,Eastern Cape,0,35,5940195.9
PF01657,CUST064526,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-07-18,ADV009,Gauteng,1,95,2971862.23
PF01658,CUST456685,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2015-08-29,ADV007,Gauteng,1,110,9813474.86
PF01659,CUST448020,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2017-09-21,ADV020,Gauteng,1,100,8263120.58
PF01660,CUST220717,Money Market,Conservative,Pension Fund,STeFI,ZAR,2024-08-10,ADV003,Gauteng,1,35,15665750.35
PF01661,CUST358829,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-10-15,ADV020,Gauteng,1,110,3822220.15
PF01662,CUST156743,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2018-05-14,ADV017,Gauteng,1,120,7669931.67
PF01663,CUST445951,Money Market,Conservative,Discretionary,STeFI,ZAR,2020-06-13,ADV002,KwaZulu-Natal,0,35,4486842.5
PF01664,CUST322336,Money Market,Conservative,Pension Fund,STeFI,ZAR,2015-04-19,ADV009,Mpumalanga,1,35,26806805.37
PF01665,CUST121282,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2024-10-15,ADV008,Limpopo,1,100,48011427.2
PF01666,CUST209812,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2016-01-04,ADV027,Gauteng,1,110,59193327.87
PF01667,CUST378346,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2016-09-01,ADV014,Gauteng,1,100,39495146.21
PF01668,CUST281766,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2018-11-14,ADV004,Gauteng,1,95,1046498.95
PF01669,CUST032340,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2025-03-23,ADV022,Gauteng,0,105,11261062.96
PF01670,CUST383276,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2023-11-03,ADV015,Western Cape,1,70,10902073.87
PF01671,CUST049755,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2023-09-03,ADV009,Mpumalanga,0,100,3900088.84
PF01672,CUST142656,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2021-02-04,ADV014,Gauteng,1,105,21788195.12
PF01673,CUST202471,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-06-17,ADV026,KwaZulu-Natal,1,95,6802791.8
PF01674,CUST143655,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2016-07-28,ADV009,Western Cape,1,100,27878995.01
PF01675,CUST209136,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2022-11-02,ADV003,KwaZulu-Natal,1,95,13074240.45
PF01676,CUST463724,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-10-12,ADV007,Gauteng,1,110,5408709.69
PF01677,CUST115877,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2021-04-25,ADV007,Mpumalanga,1,110,34138797.04
PF01678,CUST067699,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-11-08,ADV013,KwaZulu-Natal,0,35,1772175.92
PF01679,CUST293475,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2020-03-29,ADV010,Gauteng,1,105,10247886.58
PF01680,CUST476946,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2017-03-25,ADV010,KwaZulu-Natal,1,110,4789349.72
PF01681,CUST262217,Property Focus,Moderate,Endowment,SAPY,ZAR,2020-11-16,ADV021,Western Cape,0,100,10967738.83
PF01682,CUST225283,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2016-05-19,ADV023,Gauteng,1,70,32890891.01
PF01683,CUST124993,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2021-02-16,ADV025,KwaZulu-Natal,1,95,16414251.45
PF01684,CUST101089,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2023-03-27,ADV009,KwaZulu-Natal,1,105,30577244.05
PF01685,CUST400710,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-08-20,ADV019,KwaZulu-Natal,1,120,704514.76
PF01686,CUST136109,Property Focus,Moderate,Discretionary,SAPY,ZAR,2022-06-19,ADV009,Gauteng,0,100,4812244.06
PF01687,CUST369110,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-02-10,ADV012,Gauteng,1,105,4400723.68
PF01688,CUST249808,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2025-12-18,ADV016,Western Cape,1,120,5871766.78
PF01689,CUST172681,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-06-26,ADV015,North West,1,110,9803171.87
PF01690,CUST169807,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2019-01-01,ADV021,Gauteng,1,70,17361488.27
PF01691,CUST378424,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2015-03-12,ADV016,Gauteng,1,105,16180419.54
PF01692,CUST046358,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2018-10-18,ADV016,Western Cape,1,35,10883984.73
PF01693,CUST005626,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2024-03-22,ADV011,Gauteng,1,70,49303487.67
PF01694,CUST190790,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2022-11-18,ADV004,KwaZulu-Natal,1,95,65114362.42
PF01695,CUST303463,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2023-06-30,ADV021,Western Cape,1,120,24604400.76
PF01696,CUST095241,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2025-07-11,ADV011,Mpumalanga,1,110,3161093.11
PF01697,CUST358372,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2024-01-29,ADV028,Eastern Cape,1,70,5368079.04
PF01698,CUST031683,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2023-04-23,ADV001,Western Cape,0,105,30940398.98
PF01699,CUST440078,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2020-08-28,ADV028,Northern Cape,1,105,18538880.23
PF01700,CUST483462,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2022-08-06,ADV006,Free State,1,120,5995379.23
PF01701,CUST040544,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-07-24,ADV019,Free State,1,120,4133821.4
PF01702,CUST360832,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2024-06-23,ADV005,Mpumalanga,1,70,17061126.37
PF01703,CUST027136,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-02-11,ADV001,Free State,1,70,1014554.75
PF01704,CUST458124,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2025-06-14,ADV027,Gauteng,1,120,8191967.56
PF01705,CUST329440,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2018-05-13,ADV006,Gauteng,1,110,1600025.41
PF01706,CUST154419,Property Focus,Moderate,Discretionary,SAPY,ZAR,2024-09-30,ADV010,KwaZulu-Natal,0,100,44439741.83
PF01707,CUST211327,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2021-11-25,ADV001,Western Cape,1,100,102210555.8
PF01708,CUST023514,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2020-08-18,ADV005,Gauteng,1,110,8383139.05
PF01709,CUST334371,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2023-05-31,ADV012,Western Cape,1,100,2272498.85
PF01710,CUST133933,Money Market,Conservative,Endowment,STeFI,ZAR,2020-12-06,ADV027,Limpopo,0,35,82790755.06
PF01711,CUST403874,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2023-09-30,ADV018,Western Cape,1,95,1161935.48
PF01712,CUST457663,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2016-06-01,ADV011,Free State,1,95,12033209.62
PF01713,CUST230330,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2025-12-14,ADV010,Gauteng,0,105,10168853.41
PF01714,CUST016539,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2023-02-05,ADV011,KwaZulu-Natal,1,120,2220616.8
PF01715,CUST347820,Money Market,Conservative,Discretionary,STeFI,ZAR,2024-12-21,ADV015,Gauteng,0,35,3336522.54
PF01716,CUST126669,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2017-03-29,ADV025,Free State,1,120,3583619.1
PF01717,CUST028267,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-04-21,ADV005,Western Cape,1,120,14647852.69
PF01718,CUST445711,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2021-05-29,ADV024,Western Cape,1,110,1407968.04
PF01719,CUST089370,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2023-12-01,ADV005,Western Cape,0,100,1097015.94
PF01720,CUST002367,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2022-09-19,ADV015,Gauteng,0,35,17703235.48
PF01721,CUST353689,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2026-01-02,ADV007,KwaZulu-Natal,1,110,4366097.57
PF01722,CUST256677,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-09-27,ADV018,Western Cape,0,105,9948121.85
PF01723,CUST380456,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2022-08-24,ADV017,Mpumalanga,0,100,25808026.31
PF01724,CUST461000,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2020-09-27,ADV020,Western Cape,1,95,2414977.55
PF01725,CUST310871,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2017-10-31,ADV013,Gauteng,1,95,7036427.23
PF01726,CUST238951,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2021-05-28,ADV007,Gauteng,1,120,14295682.62
PF01727,CUST325414,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2025-09-26,ADV026,Western Cape,1,95,43521744.66
PF01728,CUST462957,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2025-11-05,ADV028,Gauteng,1,95,18602907.19
PF01729,CUST462086,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-04-04,ADV020,Gauteng,0,105,690140.12
PF01730,CUST117805,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2017-11-24,ADV021,Northern Cape,1,110,9580802.1
PF01731,CUST488333,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-07-02,ADV025,Eastern Cape,0,35,25668340.82
PF01732,CUST470725,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2025-08-11,ADV024,Western Cape,1,95,84257595.58
PF01733,CUST051911,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2024-11-26,ADV003,Western Cape,1,110,1623452.8
PF01734,CUST225378,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2024-11-24,ADV023,KwaZulu-Natal,1,110,2194760.48
PF01735,CUST401143,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2020-04-22,ADV009,Free State,0,35,7162030.93
PF01736,CUST064842,Money Market,Conservative,Living Annuity,STeFI,ZAR,2022-08-06,ADV018,KwaZulu-Natal,0,35,5885515.67
PF01737,CUST054782,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2019-02-08,ADV016,Eastern Cape,1,110,9633181.53
PF01738,CUST439476,Property Focus,Moderate,Discretionary,SAPY,ZAR,2025-06-08,ADV018,KwaZulu-Natal,0,100,9111884.13
PF01739,CUST350631,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2024-11-24,ADV027,Western Cape,1,100,7531339.57
PF01740,CUST139328,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2017-06-22,ADV004,Limpopo,1,110,11419824.74
PF01741,CUST126473,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2020-02-28,ADV007,Western Cape,1,110,95217222.66
PF01742,CUST300038,Money Market,Conservative,Discretionary,STeFI,ZAR,2018-09-21,ADV006,Western Cape,0,35,10370590.72
PF01743,CUST229921,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-05-13,ADV020,Western Cape,1,110,118455115.33
PF01744,CUST164777,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2018-10-31,ADV023,Western Cape,1,100,14479081.91
PF01745,CUST100533,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-06-02,ADV006,Western Cape,1,110,15116958.34
PF01746,CUST338293,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2023-06-10,ADV016,Gauteng,1,35,6230359.91
PF01747,CUST344687,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2019-12-07,ADV017,Mpumalanga,1,110,11067238.46
PF01748,CUST441386,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2016-01-20,ADV006,KwaZulu-Natal,1,100,2061806.08
PF01749,CUST052444,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2016-10-27,ADV028,Western Cape,1,120,2311799.48
PF01750,CUST126419,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2025-04-03,ADV017,Eastern Cape,1,95,16743850.76
PF01751,CUST303218,Money Market,Conservative,Living Annuity,STeFI,ZAR,2020-01-14,ADV005,Western Cape,0,35,15801765.99
PF01752,CUST178533,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2019-11-24,ADV003,Gauteng,1,95,4214800.89
PF01753,CUST223315,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2025-04-16,ADV023,Gauteng,1,35,14198983.94
PF01754,CUST175407,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2021-03-07,ADV011,KwaZulu-Natal,1,105,7756239.88
PF01755,CUST345125,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2019-04-08,ADV012,Gauteng,1,105,3935563.67
PF01756,CUST155353,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2023-09-17,ADV016,Western Cape,1,110,46997952.82
PF01757,CUST364090,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2018-06-07,ADV009,Western Cape,1,100,10754157.39
PF01758,CUST201447,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2018-07-11,ADV014,KwaZulu-Natal,0,105,5829554.29
PF01759,CUST140290,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-01-10,ADV021,Gauteng,0,105,9910271.99
PF01760,CUST040343,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2024-02-06,ADV020,Gauteng,1,95,8525943.12
PF01761,CUST046775,Property Focus,Moderate,Discretionary,SAPY,ZAR,2024-03-18,ADV013,Gauteng,0,100,22966506.16
PF01762,CUST335001,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2022-09-18,ADV017,Gauteng,1,95,8237318.81
PF01763,CUST074037,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2025-07-21,ADV016,Limpopo,1,100,10814609.36
PF01764,CUST116658,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2025-06-20,ADV017,Gauteng,1,70,1319866.79
PF01765,CUST492384,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2017-06-19,ADV013,KwaZulu-Natal,1,35,11673015.8
PF01766,CUST368052,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2022-04-23,ADV007,Eastern Cape,1,70,3670439.32
PF01767,CUST125182,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2022-10-02,ADV007,Limpopo,1,120,2554597.73
PF01768,CUST440014,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2015-12-06,ADV014,Northern Cape,1,100,33563838.94
PF01769,CUST449535,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2021-12-13,ADV003,KwaZulu-Natal,1,120,7134608.84
PF01770,CUST420176,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2017-12-14,ADV006,Gauteng,0,100,10793175.36
PF01771,CUST446130,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2020-06-30,ADV013,Gauteng,0,105,14597604.71
PF01772,CUST063474,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2016-01-31,ADV014,Mpumalanga,1,70,8231368.44
PF01773,CUST435940,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2022-07-04,ADV012,Gauteng,1,95,12587203.6
PF01774,CUST192544,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2019-08-13,ADV028,KwaZulu-Natal,1,95,5336966.21
PF01775,CUST203803,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2017-12-14,ADV026,Western Cape,1,110,36129535.88
PF01776,CUST040811,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-06-09,ADV002,Gauteng,1,110,20567165.92
PF01777,CUST189072,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2019-10-27,ADV009,Limpopo,1,95,6681860.68
PF01778,CUST431988,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-12-17,ADV009,KwaZulu-Natal,1,95,569700.78
PF01779,CUST375891,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2018-01-27,ADV002,Gauteng,1,70,7682488.17
PF01780,CUST421889,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2017-07-05,ADV007,Limpopo,0,35,28803074.94
PF01781,CUST376285,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2020-12-15,ADV002,Western Cape,1,70,22293604.47
PF01782,CUST427465,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-09-17,ADV024,Gauteng,0,35,4812541.68
PF01783,CUST050731,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-12-30,ADV015,Free State,1,95,6869165.77
PF01784,CUST025087,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2021-06-18,ADV018,Mpumalanga,1,105,33183463.36
PF01785,CUST375986,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2018-07-31,ADV003,Western Cape,1,70,42978991.68
PF01786,CUST282021,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2024-10-14,ADV003,Western Cape,1,110,36952436.93
PF01787,CUST390671,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2024-09-23,ADV009,Western Cape,1,95,302826895.92
PF01788,CUST036192,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2022-04-09,ADV009,Gauteng,1,95,4487645.64
PF01789,CUST081654,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2017-08-11,ADV019,North West,1,120,14375447.22
PF01790,CUST104533,Property Focus,Moderate,Discretionary,SAPY,ZAR,2016-08-17,ADV018,Gauteng,0,100,82795492.21
PF01791,CUST321124,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2019-08-19,ADV011,Western Cape,1,120,39819063.33
PF01792,CUST292966,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2018-12-09,ADV023,Mpumalanga,1,100,7713622.94
PF01793,CUST409354,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2017-08-14,ADV015,Western Cape,1,105,2448443.9
PF01794,CUST384784,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2020-06-11,ADV015,KwaZulu-Natal,1,70,935568.69
PF01795,CUST325591,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-10-29,ADV022,Eastern Cape,1,105,9170814.58
PF01796,CUST119546,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-05-20,ADV009,KwaZulu-Natal,1,95,6639838.5
PF01797,CUST394436,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2018-09-13,ADV024,Eastern Cape,1,120,11423311.17
PF01798,CUST355950,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-02-14,ADV026,Gauteng,1,35,868716.2
PF01799,CUST258255,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-11-15,ADV008,Western Cape,1,120,3763015.83
PF01800,CUST026629,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2021-03-30,ADV019,Gauteng,1,110,2436869.81
PF01801,CUST064628,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2025-12-07,ADV009,Gauteng,0,105,88096551.38
PF01802,CUST003421,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2020-02-23,ADV025,Gauteng,1,110,72972198.28
PF01803,CUST403489,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2022-03-13,ADV017,Gauteng,1,120,5231607.37
PF01804,CUST156719,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2015-12-30,ADV023,Gauteng,1,70,982961.71
PF01805,CUST077561,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2021-12-20,ADV006,Western Cape,1,95,1945751.44
PF01806,CUST426511,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2021-09-14,ADV009,Gauteng,1,95,3929477.99
PF01807,CUST449735,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2019-03-08,ADV006,Gauteng,1,70,9094611.77
PF01808,CUST444266,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2017-11-08,ADV002,Gauteng,1,110,742835.91
PF01809,CUST148823,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2020-03-15,ADV003,Western Cape,0,105,7161873.14
PF01810,CUST252944,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2024-03-07,ADV003,Western Cape,1,70,1644510.44
PF01811,CUST166622,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2024-08-14,ADV024,Western Cape,1,95,2276892.63
PF01812,CUST397872,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2024-12-03,ADV003,Northern Cape,0,105,6153925.07
PF01813,CUST352325,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2024-06-23,ADV022,Gauteng,1,95,3841748.02
PF01814,CUST191088,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-09-08,ADV024,Gauteng,0,35,7343935.12
PF01815,CUST480455,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2023-12-01,ADV011,Free State,1,100,1781703.36
PF01816,CUST107499,Property Focus,Moderate,Discretionary,SAPY,ZAR,2021-03-12,ADV010,Mpumalanga,0,100,4081971.65
PF01817,CUST237230,Money Market,Conservative,Living Annuity,STeFI,ZAR,2015-10-02,ADV027,Western Cape,0,35,3484644.56
PF01818,CUST379536,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2023-01-16,ADV001,Western Cape,1,105,8841382.29
PF01819,CUST437806,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2015-05-01,ADV023,Gauteng,1,70,1027812.68
PF01820,CUST250019,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2020-12-10,ADV002,Gauteng,0,35,8557442.86
PF01821,CUST446729,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2015-07-22,ADV006,Mpumalanga,1,110,4042698.33
PF01822,CUST258269,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-09-22,ADV008,Mpumalanga,1,110,3972177.97
PF01823,CUST065867,Money Market,Conservative,Pension Fund,STeFI,ZAR,2022-11-28,ADV016,KwaZulu-Natal,1,35,3552686.17
PF01824,CUST265495,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2016-11-06,ADV016,KwaZulu-Natal,0,105,13070818.54
PF01825,CUST485662,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2021-02-24,ADV001,KwaZulu-Natal,1,95,5213934.3
PF01826,CUST165876,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2017-12-06,ADV017,KwaZulu-Natal,1,120,7172858.97
PF01827,CUST046169,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2016-04-25,ADV012,Western Cape,0,105,12977960.0
PF01828,CUST346015,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2018-03-10,ADV014,Free State,1,70,5624477.66
PF01829,CUST387279,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-01-24,ADV001,Eastern Cape,1,110,2832939.08
PF01830,CUST256887,Money Market,Conservative,Endowment,STeFI,ZAR,2016-09-17,ADV026,Western Cape,0,35,19518716.35
PF01831,CUST472202,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2024-07-09,ADV025,Western Cape,0,100,33537126.01
PF01832,CUST066350,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2025-09-08,ADV003,Gauteng,1,120,29619853.0
PF01833,CUST451866,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2023-04-05,ADV005,Western Cape,1,120,33798121.62
PF01834,CUST034755,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-04-03,ADV005,Gauteng,1,110,704031.25
PF01835,CUST499495,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2019-05-13,ADV023,Free State,1,105,20363428.35
PF01836,CUST487289,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-08-01,ADV013,Western Cape,1,110,31093121.0
PF01837,CUST221939,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2021-04-27,ADV002,Gauteng,1,95,3732452.23
PF01838,CUST238134,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2019-06-11,ADV014,Mpumalanga,1,110,5268249.18
PF01839,CUST415039,Property Focus,Moderate,Discretionary,SAPY,ZAR,2020-09-08,ADV002,Western Cape,0,100,7091688.32
