trade_id,portfolio_id,ticker,trade_date,side,units,price_cents,gross_value_zar,brokerage_zar,reason
TRD0009773,PF01933,DSY,2026-06-29,SELL,2554.8067,14800.13,378114.71,1323.4,Client instruction
TRD0009774,PF01933,DSY,2023-12-11,BUY,2783.8992,17134.78,477015.0,1669.55,Model change
TRD0009775,PF01934,DSY,2022-03-13,BUY,3227.5657,17134.78,553036.28,1935.63,Model change
TRD0009776,PF01934,WHL,2022-03-02,SELL,3718.672,6086.99,226355.19,792.24,Client instruction
TRD0009777,PF01934,R186,2025-11-05,SELL,592.7386,10815.32,64106.58,224.37,Model change
TRD0009778,PF01934,DSY,2020-08-22,BUY,599.0948,17134.78,102653.58,359.29,Model change
TRD0009779,PF01934,CFR,2018-11-16,BUY,3644.6383,25898.78,943916.86,3303.71,Model change
TRD0009780,PF01934,R2040,2017-05-16,SELL,982.0421,8277.83,81291.78,284.52,Client instruction
TRD0009781,PF01935,WHL,2020-12-03,BUY,934.1863,6086.99,56863.83,199.02,Rebalance
TRD0009782,PF01936,WHL,2026-01-21,BUY,1177.8085,6512.72,76707.37,268.48,Rebalance
TRD0009783,PF01936,R2032,2017-05-25,BUY,1295.0847,9138.12,118346.39,414.21,Rebalance
TRD0009784,PF01936,STX500,2026-06-13,SELL,1953.0469,12555.06,245206.21,858.22,Cash flow
TRD0009785,PF01936,MMKT,2025-09-29,SELL,475.0372,100.06,475.32,1.66,Cash flow
TRD0009786,PF01936,ASHGEQ,2016-06-08,SELL,1116.948,7372.81,82350.45,288.23,Cash flow
TRD0009787,PF01936,WHL,2019-02-05,BUY,2005.3337,6086.99,122064.46,427.23,Rebalance
TRD0009788,PF01936,RDF,2024-01-10,SELL,2020.5713,460.47,9304.12,32.56,Model change
TRD0009789,PF01937,NPN,2019-06-20,SELL,3297.7292,3469.27,114407.13,400.42,Rebalance
TRD0009790,PF01937,NPN,2016-09-06,BUY,129.1329,3469.27,4479.97,15.68,Rebalance
TRD0009791,PF01937,NPN,2025-04-16,SELL,1125.6407,3469.27,39051.52,136.68,Model change
TRD0009792,PF01937,SHP,2023-05-01,BUY,2461.6478,26883.73,661782.75,2316.24,Cash flow
TRD0009793,PF01938,SOL,2025-07-31,SELL,1493.9304,11061.64,165253.2,578.39,Client instruction
TRD0009794,PF01938,SLM,2025-12-08,BUY,2429.496,8727.46,212033.29,742.12,Rebalance
TRD0009795,PF01938,ASHGEQ,2025-04-01,BUY,2442.6404,7372.81,180091.24,630.32,Client instruction
TRD0009796,PF01939,FSR,2023-09-20,BUY,2490.5644,6931.63,172636.71,604.23,Cash flow
TRD0009797,PF01939,BVT,2024-01-07,SELL,2021.8748,27107.43,548078.3,1918.27,Rebalance
TRD0009798,PF01939,SBK,2024-04-23,BUY,421.2773,21073.95,88779.77,310.73,Rebalance
TRD0009799,PF01939,STX500,2023-02-12,BUY,2748.1307,12326.35,338744.21,1185.6,Client instruction
TRD0009800,PF01939,SBK,2022-01-15,BUY,743.865,21073.95,156761.74,548.67,Rebalance
TRD0009801,PF01939,R2035,2023-01-04,SELL,3508.1494,8694.78,305025.87,1067.59,Cash flow
TRD0009802,PF01939,SBK,2024-09-30,SELL,3173.2992,21073.95,668739.49,2340.59,Cash flow
TRD0009803,PF01939,STX500,2021-07-07,BUY,3978.7553,12326.35,490435.3,1716.52,Client instruction
TRD0009804,PF01939,FSR,2022-02-25,SELL,3572.8485,6931.63,247656.64,866.8,Client instruction
TRD0009805,PF01940,ASHGEQ,2023-08-10,SELL,2292.8584,7372.81,169048.09,591.67,Rebalance
TRD0009806,PF01940,R2035,2021-12-01,BUY,2050.8597,8694.78,178317.74,624.11,Rebalance
TRD0009807,PF01940,ASHGEQ,2022-03-12,BUY,2006.0089,7372.81,147899.22,517.65,Client instruction
TRD0009808,PF01940,ASHGEQ,2024-04-30,BUY,1369.5572,7372.81,100974.85,353.41,Client instruction
TRD0009809,PF01940,CLS,2022-02-27,BUY,548.7679,30390.78,166774.85,583.71,Cash flow
TRD0009810,PF01940,R2035,2024-08-21,SELL,1568.0045,8694.78,136334.54,477.17,Rebalance
TRD0009811,PF01940,ASHGEQ,2021-12-11,BUY,1242.8133,7372.81,91630.26,320.71,Rebalance
TRD0009812,PF01940,SOL,2021-07-07,SELL,217.5609,11061.64,24065.8,84.23,Model change
TRD0009813,PF01940,R2035,2020-02-08,BUY,3810.9275,8694.78,331351.76,1159.73,Rebalance
TRD0009814,PF01941,R2040,2025-07-27,BUY,2114.2109,8277.83,175010.78,612.54,Client instruction
TRD0009815,PF01941,GRT,2026-01-02,BUY,1945.8034,1404.18,27322.58,95.63,Cash flow
TRD0009816,PF01941,ASHGEQ,2025-10-15,SELL,1363.6674,7372.81,100540.61,351.89,Cash flow
TRD0009817,PF01941,R2035,2026-06-13,BUY,1624.9907,8572.1,139295.83,487.54,Rebalance
TRD0009818,PF01942,WHL,2023-03-22,SELL,1454.8929,6086.99,88559.19,309.96,Model change
TRD0009819,PF01942,MMKT,2025-04-01,SELL,1657.8929,100.06,1658.89,5.81,Cash flow
TRD0009820,PF01942,INL,2023-02-10,BUY,2404.6029,12852.27,309046.06,1081.66,Client instruction
TRD0009821,PF01942,WHL,2024-03-14,BUY,1840.8939,6086.99,112055.03,392.19,Rebalance
TRD0009822,PF01943,ASHGEQ,2025-10-22,BUY,517.6385,7372.81,38164.5,133.58,Cash flow
TRD0009823,PF01943,APN,2026-01-23,SELL,3714.9294,18525.2,688198.1,2408.69,Cash flow
TRD0009824,PF01943,R2030,2026-01-27,BUY,646.1252,10027.71,64791.56,226.77,Model change
TRD0009825,PF01943,OMU,2025-09-13,BUY,2016.2142,1234.94,24899.04,87.15,Client instruction
TRD0009826,PF01943,STX500,2026-06-25,BUY,3472.3017,12675.22,440121.88,1540.43,Client instruction
TRD0009827,PF01943,MMKT,2026-01-11,BUY,1123.5195,101.12,1136.1,3.98,Client instruction
TRD0009828,PF01943,TBS,2025-10-25,BUY,1722.8299,18120.35,312182.81,1092.64,Model change
TRD0009829,PF01943,STXWDM,2026-02-07,BUY,1358.5709,11070.02,150394.07,526.38,Model change
TRD0009830,PF01943,GRT,2026-04-13,SELL,1562.0014,1453.8,22708.38,79.48,Client instruction
TRD0009831,PF01944,R2032,2023-07-12,SELL,2028.173,9138.12,185336.88,648.68,Rebalance
TRD0009832,PF01944,ANG,2024-12-03,SELL,1022.1998,42537.34,434816.6,1521.86,Model change
TRD0009833,PF01944,RDF,2022-06-23,BUY,1307.3424,460.47,6019.92,21.07,Client instruction
TRD0009834,PF01944,RDF,2026-07-10,SELL,3121.8631,598.83,18694.65,65.43,Cash flow
TRD0009835,PF01944,STXCLR,2021-04-11,SELL,3484.4356,5657.93,197146.93,690.01,Model change
TRD0009836,PF01944,NPN,2024-07-06,BUY,3620.3357,3469.27,125599.22,439.6,Client instruction
TRD0009837,PF01944,STXCLR,2022-11-15,SELL,376.6072,5657.93,21308.17,74.58,Rebalance
TRD0009838,PF01945,R2030,2025-02-13,BUY,3670.5536,9431.05,346171.75,1211.6,Model change
TRD0009839,PF01945,GRT,2024-02-07,BUY,2854.4887,1347.17,38454.82,134.59,Client instruction
TRD0009840,PF01945,R2030,2026-05-08,SELL,2306.1447,10827.53,249698.51,873.94,Rebalance
TRD0009841,PF01945,CPI,2025-11-10,BUY,2118.2431,257696.34,5458634.94,19105.22,Model change
TRD0009842,PF01945,R2040,2025-03-05,BUY,1236.5962,8277.83,102363.33,358.27,Client instruction
TRD0009843,PF01945,NED,2024-02-29,BUY,3164.023,24486.19,774748.68,2711.62,Model change
TRD0009844,PF01945,R2040,2025-06-25,SELL,2085.7112,8277.83,172651.63,604.28,Client instruction
TRD0009845,PF01946,PRX,2024-11-26,BUY,999.683,1157.05,11566.83,40.48,Cash flow
TRD0009846,PF01946,STX500,2025-02-11,BUY,1867.7435,12326.35,230224.6,805.79,Client instruction
TRD0009847,PF01947,GFI,2023-10-01,BUY,3267.7279,29659.61,969195.35,3392.18,Cash flow
TRD0009848,PF01947,MMKT,2025-06-25,BUY,1547.1753,100.06,1548.1,5.42,Client instruction
TRD0009849,PF01947,RDF,2024-10-21,BUY,3583.056,460.47,16498.9,57.75,Cash flow
TRD0009850,PF01947,STXWDM,2023-12-21,BUY,520.1338,9827.33,51115.26,178.9,Cash flow
TRD0009851,PF01947,DSY,2026-05-18,BUY,107.5842,14981.29,16117.5,56.41,Client instruction
TRD0009852,PF01947,STXWDM,2026-06-30,SELL,2457.5412,11862.31,291521.16,1020.32,Rebalance
TRD0009853,PF01947,DSY,2022-12-28,BUY,669.6309,17134.78,114739.78,401.59,Rebalance
TRD0009854,PF01948,BHG,2024-10-11,SELL,1502.9469,5003.75,75203.71,263.21,Rebalance
TRD0009855,PF01948,ASHGEQ,2025-12-23,BUY,2425.2457,7554.87,183224.16,641.28,Client instruction
TRD0009856,PF01948,STX40,2025-04-04,SELL,1249.6631,8620.53,107727.58,377.05,Cash flow
TRD0009857,PF01948,TBS,2024-06-19,BUY,590.7594,18120.35,107047.67,374.67,Client instruction
TRD0009858,PF01949,MMKT,2026-03-05,BUY,2143.262,102.13,2188.91,7.66,Cash flow
TRD0009859,PF01949,STXCLR,2025-12-08,SELL,845.1421,5673.5,47949.14,167.82,Rebalance
TRD0009860,PF01949,STXCLR,2025-12-19,BUY,2591.5156,5631.51,145941.46,510.8,Model change
TRD0009861,PF01950,R2040,2026-06-14,BUY,1563.51,8389.16,131165.36,459.08,Client instruction
TRD0009862,PF01950,ASHGEQ,2026-05-27,BUY,2949.0279,7951.92,234504.34,820.77,Rebalance
TRD0009863,PF01950,MMKT,2026-02-22,BUY,3044.6721,101.9,3102.52,10.86,Cash flow
TRD0009864,PF01950,NED,2026-05-26,SELL,3796.8701,31569.72,1198661.26,4195.31,Client instruction
TRD0009865,PF01951,R2035,2019-11-25,BUY,2915.3882,8694.78,253486.59,887.2,Rebalance
TRD0009866,PF01951,R2035,2022-06-21,BUY,870.9685,8694.78,75728.79,265.05,Rebalance
TRD0009867,PF01951,R186,2022-03-07,SELL,3578.7154,10815.32,387049.52,1354.67,Client instruction
TRD0009868,PF01951,SHP,2026-01-09,BUY,3775.7478,29343.65,1107942.22,3877.8,Client instruction
TRD0009869,PF01951,MMKT,2025-11-08,BUY,80.05,100.06,80.1,0.28,Rebalance
TRD0009870,PF01951,STX500,2020-08-13,BUY,3501.7198,12326.35,431634.24,1510.72,Client instruction
TRD0009871,PF01951,R2035,2020-09-11,BUY,2395.7459,8694.78,208304.84,729.07,Cash flow
TRD0009872,PF01951,SHP,2025-06-20,BUY,2080.6134,26883.73,559346.49,1957.71,Rebalance
TRD0009873,PF01952,R2030,2020-01-26,BUY,3856.2934,9431.05,363688.96,1272.91,Rebalance
TRD0009874,PF01952,MMKT,2022-03-18,SELL,1455.4913,100.06,1456.36,5.1,Rebalance
TRD0009875,PF01952,R2030,2018-05-08,BUY,1981.6281,9431.05,186888.34,654.11,Model change
TRD0009876,PF01952,MMKT,2025-11-26,BUY,2213.9319,100.26,2219.69,7.77,Client instruction
TRD0009877,PF01952,MMKT,2024-08-13,BUY,1440.1769,100.06,1441.04,5.04,Model change
TRD0009878,PF01952,R2030,2024-10-28,SELL,2457.9342,9431.05,231809.0,811.33,Model change
TRD0009879,PF01952,MMKT,2026-03-14,BUY,2002.6211,102.43,2051.28,7.18,Model change
TRD0009880,PF01952,R2030,2016-05-12,SELL,1668.3586,9431.05,157343.73,550.7,Cash flow
TRD0009881,PF01953,R2035,2017-05-14,SELL,2930.4528,8694.78,254796.42,891.79,Cash flow
TRD0009882,PF01953,AGL,2019-10-11,SELL,3350.8688,5700.05,191001.2,668.5,Client instruction
TRD0009883,PF01953,MMKT,2022-05-13,BUY,3735.421,100.06,3737.66,13.08,Model change
TRD0009884,PF01953,R2035,2019-12-30,BUY,180.6194,8694.78,15704.46,54.97,Cash flow
TRD0009885,PF01953,REM,2024-09-09,BUY,844.9767,14033.65,118581.07,415.03,Model change
TRD0009886,PF01954,AGL,2021-06-05,BUY,3571.1969,5700.05,203560.01,712.46,Cash flow
TRD0009887,PF01955,R2035,2022-12-10,BUY,587.9927,8694.78,51124.67,178.94,Rebalance
TRD0009888,PF01955,NED,2023-12-31,SELL,3975.186,24486.19,973371.6,3406.8,Rebalance
TRD0009889,PF01955,MTN,2016-08-19,BUY,741.0358,9661.86,71597.84,250.59,Client instruction
TRD0009890,PF01955,GRT,2017-11-29,BUY,507.8244,1347.17,6841.26,23.94,Client instruction
TRD0009891,PF01955,MTN,2023-08-22,SELL,1578.162,9661.86,152479.8,533.68,Client instruction
TRD0009892,PF01956,EXX,2025-11-04,SELL,3382.7016,15968.73,540174.49,1890.61,Client instruction
TRD0009893,PF01956,GRT,2026-06-28,BUY,3834.9647,1705.47,65404.17,228.91,Client instruction
TRD0009894,PF01956,ASHGEQ,2026-07-13,SELL,3275.3405,9689.42,317361.5,1110.77,Rebalance
TRD0009895,PF01956,GRT,2026-06-11,SELL,2429.8512,1606.16,39027.3,136.6,Rebalance
TRD0009896,PF01956,STXWDM,2026-02-20,SELL,2101.2842,11484.46,241321.14,844.62,Cash flow
TRD0009897,PF01956,DSY,2026-06-05,BUY,3519.1218,15822.81,556823.96,1948.88,Model change
TRD0009898,PF01957,ASHGEQ,2024-05-19,SELL,3897.4281,7372.81,287349.97,1005.72,Client instruction
TRD0009899,PF01957,GFI,2022-01-17,SELL,3528.7394,29659.61,1046610.34,3663.14,Client instruction
TRD0009900,PF01957,ASHGEQ,2024-03-26,BUY,3071.7165,7372.81,226471.82,792.65,Rebalance
TRD0009901,PF01958,AGL,2023-04-11,SELL,347.0007,5700.05,19779.21,69.23,Model change
TRD0009902,PF01958,R186,2024-02-08,SELL,3051.6671,10815.32,330047.56,1155.17,Client instruction
TRD0009903,PF01958,R186,2019-04-25,SELL,1366.4047,10815.32,147781.04,517.23,Client instruction
TRD0009904,PF01958,SHP,2023-02-24,BUY,2665.5078,26883.73,716587.92,2508.06,Rebalance
TRD0009905,PF01958,ASHGEQ,2019-05-14,SELL,3605.8652,7372.81,265853.59,930.49,Rebalance
TRD0009906,PF01958,RDF,2024-06-19,BUY,3806.0242,460.47,17525.6,61.34,Client instruction
TRD0009907,PF01958,GRT,2023-01-29,BUY,185.8539,1347.17,2503.77,8.76,Client instruction
TRD0009908,PF01959,RDF,2026-07-02,SELL,1239.6641,589.71,7310.42,25.59,Rebalance
TRD0009909,PF01959,R2040,2025-09-04,SELL,2184.1874,8277.83,180803.32,632.81,Model change
TRD0009910,PF01959,R2035,2023-10-03,BUY,3996.2194,8694.78,347462.49,1216.12,Rebalance
TRD0009911,PF01960,OMU,2023-09-30,BUY,289.1943,1234.94,3571.38,12.5,Model change
TRD0009912,PF01960,EXX,2020-07-31,BUY,1919.1673,15968.73,306466.64,1072.63,Rebalance
TRD0009913,PF01960,SLM,2023-05-02,SELL,2142.9524,8326.93,178442.15,624.55,Rebalance
TRD0009914,PF01960,REM,2023-07-28,SELL,3919.9974,14033.65,550118.72,1925.42,Model change
TRD0009915,PF01960,EXX,2020-05-26,BUY,3301.5774,15968.73,527219.98,1845.27,Model change
TRD0009916,PF01960,R2035,2019-08-06,SELL,2682.9413,8694.78,233275.84,816.47,Cash flow
TRD0009917,PF01960,STXWDM,2020-07-21,SELL,1638.5894,9827.33,161029.59,563.6,Rebalance
TRD0009918,PF01961,EXX,2024-10-30,BUY,1590.2871,15968.73,253948.65,888.82,Rebalance
TRD0009919,PF01961,R2030,2019-06-15,BUY,2891.6551,9431.05,272713.44,954.5,Model change
TRD0009920,PF01961,STX40,2025-04-19,BUY,287.3556,8620.53,24771.58,86.7,Client instruction
TRD0009921,PF01961,R2030,2022-02-20,BUY,2983.8079,9431.05,281404.41,984.92,Model change
TRD0009922,PF01961,DSY,2019-11-17,BUY,2038.9091,17134.78,349362.59,1222.77,Client instruction
TRD0009923,PF01961,STXCLR,2017-03-11,BUY,2784.3461,5657.93,157536.35,551.38,Client instruction
TRD0009924,PF01962,BVT,2024-02-09,BUY,1040.187,27107.43,281967.96,986.89,Client instruction
TRD0009925,PF01962,R2040,2023-10-08,SELL,2162.1012,8277.83,178975.06,626.41,Cash flow
TRD0009926,PF01962,MMKT,2020-10-23,BUY,255.7264,100.06,255.88,0.9,Rebalance
TRD0009927,PF01962,R186,2024-03-14,SELL,3614.4024,10815.32,390909.19,1368.18,Model change
TRD0009928,PF01962,BVT,2020-06-24,BUY,3037.1344,27107.43,823289.08,2881.51,Model change
TRD0009929,PF01962,R2040,2025-02-21,SELL,1273.9948,8277.83,105459.12,369.11,Model change
TRD0009930,PF01962,CPI,2026-01-24,BUY,1663.8918,282129.82,4694334.94,16430.17,Model change
TRD0009931,PF01963,TBS,2025-06-23,SELL,3891.0367,18120.35,705069.47,2467.74,Model change
TRD0009932,PF01963,TBS,2024-12-01,BUY,1467.2326,18120.35,265867.68,930.54,Rebalance
TRD0009933,PF01963,STX500,2025-09-30,BUY,1710.1814,12326.35,210802.94,737.81,Model change
TRD0009934,PF01964,TBS,2022-07-15,SELL,2195.4728,18120.35,397827.36,1392.4,Client instruction
TRD0009935,PF01964,STX500,2025-11-16,BUY,2859.8607,12397.87,354561.81,1240.97,Client instruction
TRD0009936,PF01964,R2030,2025-01-24,BUY,753.4154,9431.05,71054.98,248.69,Cash flow
TRD0009937,PF01964,CPI,2022-10-04,SELL,2945.3043,257696.34,7589941.38,26564.79,Client instruction
TRD0009938,PF01965,ASHGEQ,2019-10-30,SELL,3065.632,7372.81,226023.22,791.08,Rebalance
TRD0009939,PF01965,RDF,2024-11-29,BUY,3520.2204,460.47,16209.56,56.73,Client instruction
TRD0009940,PF01966,SBK,2026-04-07,BUY,3464.0179,18016.94,624110.03,2184.39,Cash flow
TRD0009941,PF01966,MRP,2022-06-15,SELL,365.7577,21399.8,78271.42,273.95,Rebalance
TRD0009942,PF01966,MRP,2023-12-16,SELL,3238.1495,21399.8,692957.52,2425.35,Model change
TRD0009943,PF01966,OMU,2025-06-12,SELL,267.4292,1234.94,3302.59,11.56,Client instruction
TRD0009944,PF01966,R2030,2025-05-20,SELL,3444.9977,9431.05,324899.46,1137.15,Client instruction
TRD0009945,PF01966,STX500,2021-02-17,BUY,2238.0701,12326.35,275872.35,965.55,Model change
TRD0009946,PF01967,R2032,2023-07-04,BUY,766.1343,9138.12,70010.27,245.04,Model change
TRD0009947,PF01967,APN,2023-09-14,SELL,340.1808,19591.53,66646.62,233.26,Cash flow
TRD0009948,PF01967,R2035,2026-02-10,BUY,2942.9362,8581.11,252536.59,883.88,Client instruction
TRD0009949,PF01967,VOD,2020-11-19,BUY,764.5901,10525.7,80478.46,281.67,Cash flow
TRD0009950,PF01967,VOD,2024-08-14,BUY,3819.9918,10525.7,402080.88,1407.28,Client instruction
TRD0009951,PF01967,STX40,2024-05-25,BUY,3885.6385,8620.53,334962.63,1172.37,Rebalance
TRD0009952,PF01967,STX40,2023-05-23,BUY,3495.2263,8620.53,301307.03,1054.57,Cash flow
TRD0009953,PF01968,ANG,2022-09-16,BUY,3320.587,42537.34,1412489.38,4943.71,Cash flow
TRD0009954,PF01968,ASHGEQ,2023-03-10,SELL,2510.3813,7372.81,185085.64,647.8,Model change
TRD0009955,PF01968,ANG,2024-02-21,BUY,1844.0427,42537.34,784406.71,2745.42,Rebalance
TRD0009956,PF01969,ASHGEQ,2026-02-06,BUY,445.7542,7057.55,31459.33,110.11,Model change
TRD0009957,PF01969,R2040,2018-10-24,BUY,2142.015,8277.83,177312.36,620.59,Rebalance
TRD0009958,PF01969,R2032,2017-07-07,BUY,55.481,9138.12,5069.92,17.74,Rebalance
TRD0009959,PF01969,PRX,2017-04-13,BUY,1919.7116,1157.05,22212.02,77.74,Model change
TRD0009960,PF01970,MMKT,2024-01-31,SELL,1917.3289,100.06,1918.48,6.71,Client instruction
TRD0009961,PF01970,R2035,2026-05-30,BUY,2164.5512,8426.67,182399.59,638.4,Rebalance
TRD0009962,PF01970,R2040,2023-08-13,BUY,895.2057,8277.83,74103.61,259.36,Rebalance
TRD0009963,PF01970,MMKT,2024-01-25,SELL,1221.677,100.06,1222.41,4.28,Rebalance
TRD0009964,PF01970,MMKT,2025-09-08,BUY,604.6271,100.06,604.99,2.12,Cash flow
TRD0009965,PF01970,R2040,2026-02-19,BUY,719.6645,8527.32,61368.09,214.79,Cash flow
TRD0009966,PF01971,RDF,2018-07-03,BUY,3937.9738,460.47,18133.19,63.47,Model change
TRD0009967,PF01971,R186,2019-03-01,SELL,1805.4131,10815.32,195261.2,683.41,Model change
TRD0009968,PF01971,MTN,2022-01-31,SELL,2353.8832,9661.86,227428.9,796.0,Client instruction
TRD0009969,PF01971,STXWDM,2022-10-16,BUY,3904.185,9827.33,383677.14,1342.87,Client instruction
TRD0009970,PF01972,R2035,2026-05-10,BUY,1218.3383,8368.0,101950.55,356.83,Rebalance
TRD0009971,PF01972,ASHGEQ,2026-04-07,SELL,3892.543,7116.37,277007.76,969.53,Cash flow
TRD0009972,PF01972,MRP,2026-06-02,SELL,2620.8983,20822.66,545740.74,1910.09,Rebalance
TRD0009973,PF01973,SBK,2025-03-05,BUY,3917.3653,21073.95,825543.6,2889.4,Client instruction
TRD0009974,PF01973,R2030,2025-11-06,SELL,906.9328,9431.05,85533.29,299.37,Cash flow
TRD0009975,PF01974,R186,2023-10-10,BUY,1135.9818,10815.32,122860.07,430.01,Client instruction
TRD0009976,PF01974,STX500,2021-10-19,BUY,1609.5045,12326.35,198393.16,694.38,Client instruction
TRD0009977,PF01974,R2040,2024-10-28,BUY,2898.5703,8277.83,239938.72,839.79,Client instruction
TRD0009978,PF01974,BVT,2024-07-18,SELL,2604.522,27107.43,706018.98,2471.07,Model change
TRD0009979,PF01974,SSW,2023-08-28,BUY,2374.2025,2175.11,51641.52,180.75,Model change
TRD0009980,PF01974,STXWDM,2023-04-20,SELL,330.3127,9827.33,32460.92,113.61,Cash flow
TRD0009981,PF01974,MMKT,2022-08-12,BUY,279.5398,100.06,279.71,0.98,Model change
TRD0009982,PF01974,ASHGEQ,2026-01-25,BUY,2233.0304,7429.19,165896.07,580.64,Model change
TRD0009983,PF01975,FSR,2017-10-09,SELL,103.0045,6931.63,7139.89,24.99,Rebalance
TRD0009984,PF01975,INL,2019-02-23,BUY,2084.0267,12852.27,267844.74,937.46,Client instruction
TRD0009985,PF01976,R2035,2022-06-18,BUY,3888.9373,8694.78,338134.54,1183.47,Client instruction
TRD0009986,PF01976,CPI,2020-11-15,SELL,2963.9228,257696.34,7637920.58,26732.72,Model change
TRD0009987,PF01976,RDF,2022-08-09,BUY,1121.3842,460.47,5163.64,18.07,Rebalance
TRD0009988,PF01976,GRT,2023-05-06,BUY,3754.8836,1347.17,50584.67,177.05,Model change
TRD0009989,PF01976,CPI,2025-04-05,SELL,2642.2635,257696.34,6809016.33,23831.56,Model change
TRD0009990,PF01976,MTN,2026-05-24,SELL,2334.3054,11444.94,267159.85,935.06,Model change
TRD0009991,PF01976,STX500,2024-12-15,SELL,1632.0746,12326.35,201175.23,704.11,Client instruction
TRD0009992,PF01976,MTN,2021-02-25,BUY,2716.6791,9661.86,262481.73,918.69,Client instruction
TRD0009993,PF01977,MMKT,2026-05-30,SELL,1348.6246,104.46,1408.77,4.93,Rebalance
TRD0009994,PF01977,RDF,2023-12-29,BUY,83.0581,460.47,382.46,1.34,Rebalance
TRD0009995,PF01977,STXWDM,2025-03-27,SELL,3544.3288,9827.33,348312.89,1219.1,Client instruction
TRD0009996,PF01977,DSY,2025-06-25,SELL,2261.4225,17134.78,387489.77,1356.21,Rebalance
TRD0009997,PF01977,INL,2025-06-23,SELL,458.8407,12852.27,58971.45,206.4,Rebalance
TRD0009998,PF01977,GRT,2023-12-13,BUY,1375.9461,1347.17,18536.33,64.88,Client instruction
TRD0009999,PF01977,DSY,2024-03-09,BUY,977.1383,17134.78,167430.5,586.01,Cash flow
TRD0010000,PF01978,STXWDM,2026-03-23,BUY,3987.4465,11273.78,449535.95,1573.38,Client instruction
TRD0010001,PF01979,STX500,2024-12-24,SELL,3721.6626,12326.35,458745.16,1605.61,Client instruction
TRD0010002,PF01979,STX500,2026-06-12,BUY,2007.3297,12792.04,256778.42,898.72,Model change
TRD0010003,PF01979,SOL,2024-10-09,SELL,3824.8243,11061.64,423088.29,1480.81,Rebalance
TRD0010004,PF01979,CPI,2026-01-06,SELL,1240.2512,271274.84,3364489.46,11775.71,Client instruction
TRD0010005,PF01980,R186,2025-09-20,BUY,2083.4142,10815.32,225327.91,788.65,Cash flow
TRD0010006,PF01980,ASHGEQ,2026-02-12,BUY,2325.5433,6894.45,160333.42,561.17,Rebalance
TRD0010007,PF01980,MMKT,2026-03-31,BUY,558.7526,102.85,574.68,2.01,Client instruction
TRD0010008,PF01981,MMKT,2022-09-02,BUY,364.2545,100.06,364.47,1.28,Model change
TRD0010009,PF01982,APN,2020-09-20,SELL,2706.7489,19591.53,530293.52,1856.03,Cash flow
TRD0010010,PF01982,NPN,2022-06-28,BUY,1517.7323,3469.27,52654.23,184.29,Model change
TRD0010011,PF01982,NPN,2020-11-13,SELL,1132.4035,3469.27,39286.13,137.5,Model change
TRD0010012,PF01983,R2040,2025-11-27,BUY,2152.5252,8398.91,180788.65,632.76,Client instruction
TRD0010013,PF01983,NPN,2025-06-11,BUY,2176.4756,3469.27,75507.82,264.28,Client instruction
TRD0010014,PF01983,GRT,2023-03-20,BUY,1026.1394,1347.17,13823.84,48.38,Client instruction
TRD0010015,PF01983,GRT,2017-10-21,BUY,1933.4489,1347.17,26046.84,91.16,Client instruction
TRD0010016,PF01983,ANG,2019-12-29,SELL,2276.8137,42537.34,968495.98,3389.74,Client instruction
TRD0010017,PF01983,GRT,2018-07-16,SELL,2726.7174,1347.17,36733.52,128.57,Model change
TRD0010018,PF01983,GRT,2024-01-31,SELL,2746.9383,1347.17,37005.93,129.52,Client instruction
TRD0010019,PF01983,R2030,2025-11-12,BUY,2423.4908,9431.05,228560.63,799.96,Model change
TRD0010020,PF01983,R2040,2020-08-22,BUY,1714.3454,8277.83,141910.6,496.69,Client instruction
TRD0010021,PF01984,PRX,2025-10-17,SELL,2606.0498,1157.05,30153.3,105.54,Model change
TRD0010022,PF01984,CPI,2025-10-20,SELL,231.1997,257696.34,595793.16,2085.28,Rebalance
TRD0010023,PF01984,MTN,2025-11-17,BUY,1347.8678,9809.64,132220.98,462.77,Model change
TRD0010024,PF01984,R2040,2025-09-21,BUY,1618.4641,8277.83,133973.71,468.91,Client instruction
TRD0010025,PF01985,SLM,2025-04-07,BUY,3227.299,8326.93,268734.93,940.57,Cash flow
TRD0010026,PF01985,R2035,2025-10-26,BUY,1462.9021,8694.78,127196.12,445.19,Model change
TRD0010027,PF01985,R2035,2022-12-21,SELL,1441.3877,8694.78,125325.49,438.64,Cash flow
TRD0010028,PF01985,R2040,2024-06-20,BUY,1594.6186,8277.83,131999.82,462.0,Client instruction
TRD0010029,PF01985,ANG,2024-10-24,BUY,2154.3651,42537.34,916409.61,3207.43,Cash flow
TRD0010030,PF01985,R2032,2024-04-29,SELL,731.5108,9138.12,66846.33,233.96,Model change
TRD0010031,PF01986,CLS,2023-09-10,BUY,402.3496,30390.78,122277.18,427.97,Model change
TRD0010032,PF01986,CLS,2017-08-21,BUY,2834.8853,30390.78,861543.75,3015.4,Model change
TRD0010033,PF01986,R186,2018-07-01,SELL,2739.0579,10815.32,296237.88,1036.83,Rebalance
TRD0010034,PF01986,GRT,2024-12-10,BUY,151.7353,1347.17,2044.13,7.15,Client instruction
TRD0010035,PF01986,BVT,2025-05-24,BUY,1417.52,27107.43,384253.24,1344.89,Rebalance
TRD0010036,PF01986,MMKT,2021-11-11,SELL,285.3251,100.06,285.5,1.0,Model change
